,location,date,flood_id,flood_day,72hr_precip
113,Bac Kan,2013-09-03,14,0.0,"[0.1, 0.0, 0.4, 0.4, 0.5, 0.2, 0.0, 0.0, 0.0, 0.2, 2.2, 0.3, 0.6, 0.3, 0.6, 0.4, 0.1, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.3, 0.2, 0.8, 3.3, 2.6, 1.9, 1.0, 0.3, 0.2, 0.2, 0.5, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.3, 0.3, 0.3, 0.3, 1.8, 0.0, 0.0, 0.0, 1.13, 0.0, 0.0, 1.02, 0.0, 1.72]"
114,Bac Kan,2013-09-04,14,1.0,"[0.0, 0.0, 0.1, 0.3, 0.2, 0.8, 3.3, 2.6, 1.9, 1.0, 0.3, 0.2, 0.2, 0.5, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.3, 0.3, 0.3, 0.3, 1.8, 0.0, 0.0, 0.0, 1.13, 0.0, 0.0, 1.02, 0.0, 1.72, 2.34, 0.6, 2.0, 2.0, 0.9, 1.2, 1.7, 2.0, 2.2, 1.8, 2.9, 2.2, 2.2, 1.7, 1.3, 1.6, 1.7, 1.7, 0.9, 1.5, 1.3, 1.1, 1.0, 0.9]"
115,Bac Ninh,2013-09-01,15,-2.0,"[0.2, 0.1, 0.7, 1.0, 0.0, 0.0, 0.7, 4.3, 1.7, 0.0, 0.0, 0.2, 0.2, 0.2, 0.1, 1.9, 1.0, 0.0, 0.0, 1.2, 0.0, 0.3, 2.4, 2.8, 1.3, 0.5, 0.2, 0.3, 0.4, 0.4, 0.3, 0.1, 0.0, 0.0, 0.0, 0.1, 1.4, 2.0, 0.0, 0.0, 0.9, 0.8, 0.0, 0.0, 1.3, 1.85, 0.5, 1.0, 0.7, 1.7, 0.9, 1.7, 2.2, 1.8, 2.2, 1.9, 1.7, 1.9, 1.6, 1.1, 0.7, 0.5, 0.5, 0.3, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2]"
116,Bac Ninh,2013-09-02,15,-1.0,"[1.3, 0.5, 0.2, 0.3, 0.4, 0.4, 0.3, 0.1, 0.0, 0.0, 0.0, 0.1, 1.4, 2.0, 0.0, 0.0, 0.9, 0.8, 0.0, 0.0, 1.3, 1.85, 0.5, 1.0, 0.7, 1.7, 0.9, 1.7, 2.2, 1.8, 2.2, 1.9, 1.7, 1.9, 1.6, 1.1, 0.7, 0.5, 0.5, 0.3, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.2, 0.4, 3.1, 3.9, 3.1, 2.7, 3.2, 3.2, 3.4, 3.3, 3.3, 3.1, 1.5, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.1]"
117,Bac Ninh,2013-09-03,15,0.0,"[0.7, 1.7, 0.9, 1.7, 2.2, 1.8, 2.2, 1.9, 1.7, 1.9, 1.6, 1.1, 0.7, 0.5, 0.5, 0.3, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.2, 0.4, 3.1, 3.9, 3.1, 2.7, 3.2, 3.2, 3.4, 3.3, 3.3, 3.1, 1.5, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.1, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 1.2, 2.9, 0.1, 0.0, 0.0, 0.0, 1.32, 1.76, 0.0, 0.9]"
118,Bac Ninh,2013-09-04,15,1.0,"[0.2, 0.2, 0.4, 3.1, 3.9, 3.1, 2.7, 3.2, 3.2, 3.4, 3.3, 3.3, 3.1, 1.5, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.1, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 1.2, 2.9, 0.1, 0.0, 0.0, 0.0, 1.32, 1.76, 0.0, 0.9, 5.7, 6.4, 3.2, 1.3, 0.7, 0.6, 0.6, 0.3, 1.13, 1.59, 0.2, 0.7, 0.7, 0.2, 1.0, 0.6, 0.7, 0.9, 0.8, 0.2, 0.0, 0.1, 0.1, 0.2]"
119,Cao Bang,2013-09-01,16,-2.0,"[1.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.1, 0.1, 0.0, 1.0, 2.4, 0.0, 0.7, 0.4, 0.4, 0.7, 0.9, 0.9, 0.6, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.1, 0.0, 0.0, 0.0, 0.3, 0.2, 0.0, 1.11, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.3, 0.8, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
120,Cao Bang,2013-09-02,16,-1.0,"[0.6, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.1, 0.0, 0.0, 0.0, 0.3, 0.2, 0.0, 1.11, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.3, 0.8, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.9, 1.0, 0.2, 0.2, 0.2, 0.5, 0.6, 0.4, 0.3, 0.1, 0.0, 0.0, 0.3, 1.7, 0.2, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
121,Cao Bang,2013-09-03,16,0.0,"[0.0, 0.2, 0.0, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.3, 0.8, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.9, 1.0, 0.2, 0.2, 0.2, 0.5, 0.6, 0.4, 0.3, 0.1, 0.0, 0.0, 0.3, 1.7, 0.2, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.3, 0.4, 2.8, 0.4, 0.1, 0.3, 0.5, 1.6, 0.0, 0.2, 0.4, 0.5, 0.5]"
122,Cao Bang,2013-09-04,16,1.0,"[0.9, 1.0, 0.2, 0.2, 0.2, 0.5, 0.6, 0.4, 0.3, 0.1, 0.0, 0.0, 0.3, 1.7, 0.2, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.3, 0.4, 2.8, 0.4, 0.1, 0.3, 0.5, 1.6, 0.0, 0.2, 0.4, 0.5, 0.5, 0.6, 0.2, 0.3, 1.0, 1.4, 1.3, 0.9, 0.5, 0.5, 0.6, 0.5, 0.5, 0.4, 0.7, 2.2, 1.7, 1.5, 1.2, 0.8, 0.9, 0.3, 0.3, 0.2, 0.4]"
123,Da Nang,2013-09-01,17,-2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.6, 1.61, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,Da Nang,2013-09-02,17,-1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.6, 1.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
125,Da Nang,2013-09-03,17,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.6, 1.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
126,Da Nang,2013-09-04,17,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 1.1, 1.6, 1.0, 0.3, 0.3, 0.5, 0.2, 0.0, 0.0]"
127,Ha Giang,2013-09-01,18,-2.0,"[0.6, 0.2, 0.0, 1.3, 1.1, 0.3, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.1, 1.6, 1.1, 0.5, 0.4, 0.0, 0.0, 0.2, 0.3, 0.2, 0.4, 0.2, 0.4, 0.4, 0.4, 0.2, 0.0, 0.0, 0.1, 0.1, 0.2, 0.1, 0.0, 0.1, 0.1, 1.9, 0.6, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.5, 0.4, 0.4, 0.2, 0.1, 0.0, 0.0]"
128,Ha Giang,2013-09-02,18,-1.0,"[0.2, 0.4, 0.2, 0.4, 0.4, 0.4, 0.2, 0.0, 0.0, 0.1, 0.1, 0.2, 0.1, 0.0, 0.1, 0.1, 1.9, 0.6, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.5, 0.4, 0.4, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.8, 0.1, 1.2, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
129,Ha Giang,2013-09-03,18,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.5, 0.4, 0.4, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.8, 0.1, 1.2, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.25, 1.65, 2.0, 11.4, 6.3, 2.91, 3.6, 4.42, 2.18, 4.73]"
130,Ha Giang,2013-09-04,18,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.8, 0.1, 1.2, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.25, 1.65, 2.0, 11.4, 6.3, 2.91, 3.6, 4.42, 2.18, 4.73, 6.28, 3.19, 0.2, 0.7, 0.5, 0.4, 0.3, 0.4, 0.3, 0.2, 0.7, 0.7, 0.3, 0.3, 0.3, 0.1, 0.2, 0.1, 0.6, 0.5, 0.3, 0.3, 0.3, 1.33]"
131,Hanoi,2013-09-01,19,-2.0,"[0.2, 1.3, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.2, 1.1, 1.95, 1.4, 2.4, 1.2, 0.3, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.3, 0.1, 0.7, 1.04, 0.0, 0.0, 0.6, 0.3, 1.63, 2.08, 0.1, 1.5, 1.5, 1.1, 0.2, 0.1, 0.1, 0.5, 1.4, 1.9, 1.4, 1.1, 1.1, 0.6, 0.4, 0.3, 0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
132,Hanoi,2013-09-02,19,-1.0,"[1.2, 0.3, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.3, 0.1, 0.7, 1.04, 0.0, 0.0, 0.6, 0.3, 1.63, 2.08, 0.1, 1.5, 1.5, 1.1, 0.2, 0.1, 0.1, 0.5, 1.4, 1.9, 1.4, 1.1, 1.1, 0.6, 0.4, 0.3, 0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.6, 0.2, 0.1, 0.3, 0.4, 1.0, 1.1, 1.0, 1.7, 2.1, 1.5, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
133,Hanoi,2013-09-03,19,0.0,"[1.5, 1.1, 0.2, 0.1, 0.1, 0.5, 1.4, 1.9, 1.4, 1.1, 1.1, 0.6, 0.4, 0.3, 0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.6, 0.2, 0.1, 0.3, 0.4, 1.0, 1.1, 1.0, 1.7, 2.1, 1.5, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.03, 1.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.15, 1.53, 0.0, 0.0, 1.11, 0.0, 1.37]"
134,Hanoi,2013-09-04,19,1.0,"[0.1, 0.1, 0.6, 0.2, 0.1, 0.3, 0.4, 1.0, 1.1, 1.0, 1.7, 2.1, 1.5, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.03, 1.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.15, 1.53, 0.0, 0.0, 1.11, 0.0, 1.37, 2.32, 5.5, 1.8, 2.54, 1.2, 0.9, 0.7, 0.6, 0.4, 1.26, 0.3, 0.3, 0.2, 0.1, 1.3, 1.3, 0.9, 1.0, 0.6, 0.3, 0.3, 0.2, 0.3, 0.5]"
135,Ha Tinh,2013-09-01,20,-2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
136,Ha Tinh,2013-09-02,20,-1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
137,Ha Tinh,2013-09-03,20,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
138,Ha Tinh,2013-09-04,20,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
139,Hai Duong,2013-09-01,21,-2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.8, 0.0, 0.2, 0.4, 0.4, 0.3, 0.4, 0.2, 0.2, 0.3, 0.5, 0.0, 0.4, 2.1, 1.2, 0.0, 0.4, 1.2, 0.4, 0.4, 0.8, 0.3, 0.0, 0.0, 0.3, 0.8, 3.2, 1.0, 0.5, 0.2, 0.0, 0.2, 0.4, 0.0, 0.0, 0.2, 0.3, 0.7, 0.8, 1.6, 3.8, 3.4, 0.8, 2.1, 2.4, 3.7, 4.5, 3.3, 3.6, 2.7, 2.4, 1.5, 0.8, 0.3, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2]"
140,Hai Duong,2013-09-02,21,-1.0,"[0.4, 1.2, 0.4, 0.4, 0.8, 0.3, 0.0, 0.0, 0.3, 0.8, 3.2, 1.0, 0.5, 0.2, 0.0, 0.2, 0.4, 0.0, 0.0, 0.2, 0.3, 0.7, 0.8, 1.6, 3.8, 3.4, 0.8, 2.1, 2.4, 3.7, 4.5, 3.3, 3.6, 2.7, 2.4, 1.5, 0.8, 0.3, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.3, 0.4, 0.3, 0.3, 0.6, 0.7, 0.7, 2.3, 2.0, 2.7, 2.9, 1.1, 2.21, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
141,Hai Duong,2013-09-03,21,0.0,"[3.8, 3.4, 0.8, 2.1, 2.4, 3.7, 4.5, 3.3, 3.6, 2.7, 2.4, 1.5, 0.8, 0.3, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.3, 0.4, 0.3, 0.3, 0.6, 0.7, 0.7, 2.3, 2.0, 2.7, 2.9, 1.1, 2.21, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.27, 0.0, 1.88, 2.51, 1.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.02]"
142,Hai Duong,2013-09-04,21,1.0,"[0.3, 0.4, 0.3, 0.3, 0.6, 0.7, 0.7, 2.3, 2.0, 2.7, 2.9, 1.1, 2.21, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.27, 0.0, 1.88, 2.51, 1.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.02, 1.6, 2.2, 0.7, 2.07, 1.2, 2.67, 3.37, 1.5, 1.8, 2.43, 1.0, 2.72, 3.57, 1.76, 2.38, 2.94, 0.8, 2.9, 3.87, 1.88, 0.8, 0.7, 0.4, 0.9]"
143,Hoa Binh,2013-09-01,22,-2.0,"[1.3, 2.7, 2.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.92, 2.49, 0.8, 1.82, 2.24, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 2.0, 0.5, 2.8, 0.5, 0.0, 0.0, 1.16, 0.7, 0.8, 0.6, 0.2, 0.7, 2.28, 0.8, 0.0, 0.0, 0.0, 0.4, 1.6, 1.9, 0.6, 1.2, 0.7, 0.6, 0.4, 0.6, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
144,Hoa Binh,2013-09-02,22,-1.0,"[2.24, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 2.0, 0.5, 2.8, 0.5, 0.0, 0.0, 1.16, 0.7, 0.8, 0.6, 0.2, 0.7, 2.28, 0.8, 0.0, 0.0, 0.0, 0.4, 1.6, 1.9, 0.6, 1.2, 0.7, 0.6, 0.4, 0.6, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.2, 0.0, 0.1, 0.2, 0.2, 0.5, 1.1, 2.2, 1.6, 1.2, 0.6, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
145,Hoa Binh,2013-09-03,22,0.0,"[2.28, 0.8, 0.0, 0.0, 0.0, 0.4, 1.6, 1.9, 0.6, 1.2, 0.7, 0.6, 0.4, 0.6, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.2, 0.0, 0.1, 0.2, 0.2, 0.5, 1.1, 2.2, 1.6, 1.2, 0.6, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.77]"
146,Hoa Binh,2013-09-04,22,1.0,"[0.0, 0.0, 0.5, 0.2, 0.0, 0.1, 0.2, 0.2, 0.5, 1.1, 2.2, 1.6, 1.2, 0.6, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.77, 2.71, 3.4, 6.2, 3.85, 2.35, 4.32, 5.44, 2.84, 0.8, 1.33, 0.4, 0.4, 0.3, 0.2, 1.9, 1.9, 1.3, 1.0, 0.8, 0.6, 0.5, 0.5, 0.4, 0.6]"
147,Lang Son,2013-09-01,23,-2.0,"[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.2, 3.1, 3.3, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 3.1, 1.2, 0.0, 0.0, 0.9, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.5, 0.2, 0.1, 0.0, 0.2, 0.2, 1.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.3, 0.4, 0.2, 0.2, 0.2, 0.1, 0.2, 0.3, 0.4, 0.5, 2.3, 2.3, 0.4, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
148,Lang Son,2013-09-02,23,-1.0,"[1.2, 0.0, 0.0, 0.9, 0.7, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.5, 0.2, 0.1, 0.0, 0.2, 0.2, 1.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.3, 0.4, 0.2, 0.2, 0.2, 0.1, 0.2, 0.3, 0.4, 0.5, 2.3, 2.3, 0.4, 0.2, 0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 0.3, 0.0, 0.0, 0.6, 1.7, 1.6, 1.4, 1.6, 1.7, 0.9, 0.4, 0.3, 0.4, 0.3, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.6, 0.3, 0.3]"
